,event_timestamp,driver_id,conv_rate,acc_rate,avg_daily_trips,created
65,2023-12-03 23:00:00+00:00,1005,0.14075483,0.23184238,763,2023-12-16 06:19:25.528
66,2023-12-04 00:00:00+00:00,1005,0.40833095,0.9667322,248,2023-12-16 06:19:25.528
67,2023-12-04 01:00:00+00:00,1005,0.2870016,0.037340913,480,2023-12-16 06:19:25.528
68,2023-12-04 02:00:00+00:00,1005,0.5082917,0.339749,865,2023-12-16 06:19:25.528
69,2023-12-04 03:00:00+00:00,1005,0.6347405,0.0075381733,536,2023-12-16 06:19:25.528
70,2023-12-04 04:00:00+00:00,1005,0.3578039,0.0021368216,996,2023-12-16 06:19:25.528
71,2023-12-04 05:00:00+00:00,1005,0.81457305,0.7480688,902,2023-12-16 06:19:25.528
72,2023-12-04 06:00:00+00:00,1005,0.7953788,0.3571838,397,2023-12-16 06:19:25.528
73,2023-12-04 07:00:00+00:00,1005,0.2640683,0.44943258,80,2023-12-16 06:19:25.528
74,2023-12-04 08:00:00+00:00,1005,0.115491144,0.63375545,993,2023-12-16 06:19:25.528
75,2023-12-04 09:00:00+00:00,1005,0.66512364,0.9299257,808,2023-12-16 06:19:25.528
76,2023-12-04 10:00:00+00:00,1005,0.22256906,0.6080632,262,2023-12-16 06:19:25.528
77,2023-12-04 11:00:00+00:00,1005,0.29281548,0.9045491,343,2023-12-16 06:19:25.528
78,2023-12-04 12:00:00+00:00,1005,0.3278442,0.9261179,377,2023-12-16 06:19:25.528
79,2023-12-04 13:00:00+00:00,1005,0.73070174,0.070403084,641,2023-12-16 06:19:25.528
80,2023-12-04 14:00:00+00:00,1005,0.32011068,0.28978512,723,2023-12-16 06:19:25.528
81,2023-12-04 15:00:00+00:00,1005,0.2514733,0.60839826,335,2023-12-16 06:19:25.528
82,2023-12-04 16:00:00+00:00,1005,0.2645713,0.015103902,160,2023-12-16 06:19:25.528
83,2023-12-04 17:00:00+00:00,1005,0.7001288,0.021920644,331,2023-12-16 06:19:25.528
84,2023-12-04 18:00:00+00:00,1005,0.49350527,0.34434563,149,2023-12-16 06:19:25.528
85,2023-12-04 19:00:00+00:00,1005,0.3091217,0.20826246,486,2023-12-16 06:19:25.528
86,2023-12-04 20:00:00+00:00,1005,0.9249471,0.08523146,456,2023-12-16 06:19:25.528
87,2023-12-04 21:00:00+00:00,1005,0.12740077,0.5850675,134,2023-12-16 06:19:25.528
88,2023-12-04 22:00:00+00:00,1005,0.80558616,0.18758787,985,2023-12-16 06:19:25.528
89,2023-12-04 23:00:00+00:00,1005,0.6774037,0.1658975,831,2023-12-16 06:19:25.528
90,2023-12-05 00:00:00+00:00,1005,0.4388842,0.10706437,786,2023-12-16 06:19:25.528
91,2023-12-05 01:00:00+00:00,1005,0.16149257,0.9580262,385,2023-12-16 06:19:25.528
92,2023-12-05 02:00:00+00:00,1005,0.37398347,0.8185757,324,2023-12-16 06:19:25.528
93,2023-12-05 03:00:00+00:00,1005,0.16924576,0.27198005,670,2023-12-16 06:19:25.528
94,2023-12-05 04:00:00+00:00,1005,0.4976776,0.46525595,355,2023-12-16 06:19:25.528
95,2023-12-05 05:00:00+00:00,1005,0.983613,0.35599446,607,2023-12-16 06:19:25.528
96,2023-12-05 06:00:00+00:00,1005,0.6104061,0.12593208,615,2023-12-16 06:19:25.528
97,2023-12-05 07:00:00+00:00,1005,0.9009356,0.9819053,618,2023-12-16 06:19:25.528
98,2023-12-05 08:00:00+00:00,1005,0.8792185,0.03370803,984,2023-12-16 06:19:25.528
99,2023-12-05 09:00:00+00:00,1005,0.3838479,0.84828496,373,2023-12-16 06:19:25.528
100,2023-12-05 10:00:00+00:00,1005,0.39350724,0.21155506,559,2023-12-16 06:19:25.528
101,2023-12-05 11:00:00+00:00,1005,0.43087658,0.11539043,544,2023-12-16 06:19:25.528
102,2023-12-05 12:00:00+00:00,1005,0.9593407,0.7232118,651,2023-12-16 06:19:25.528
103,2023-12-05 13:00:00+00:00,1005,0.71403545,0.92640805,48,2023-12-16 06:19:25.528
104,2023-12-05 14:00:00+00:00,1005,0.115950935,0.33856225,986,2023-12-16 06:19:25.528
105,2023-12-05 15:00:00+00:00,1005,0.6902272,0.22271508,750,2023-12-16 06:19:25.528
106,2023-12-05 16:00:00+00:00,1005,0.8868147,0.7899527,913,2023-12-16 06:19:25.528
107,2023-12-05 17:00:00+00:00,1005,0.94364476,0.43860558,937,2023-12-16 06:19:25.528
108,2023-12-05 18:00:00+00:00,1005,0.84463274,0.5781383,965,2023-12-16 06:19:25.528
109,2023-12-05 19:00:00+00:00,1005,0.48573866,0.14226843,707,2023-12-16 06:19:25.528
110,2023-12-05 20:00:00+00:00,1005,0.5548978,0.09156976,599,2023-12-16 06:19:25.528
111,2023-12-05 21:00:00+00:00,1005,0.51484823,0.35074404,260,2023-12-16 06:19:25.528
112,2023-12-05 22:00:00+00:00,1005,0.014636605,0.029493151,616,2023-12-16 06:19:25.528
113,2023-12-05 23:00:00+00:00,1005,0.45736104,0.72022724,3,2023-12-16 06:19:25.528
114,2023-12-06 00:00:00+00:00,1005,0.74000484,0.56314117,55,2023-12-16 06:19:25.528
115,2023-12-06 01:00:00+00:00,1005,0.76635617,0.14761616,378,2023-12-16 06:19:25.528
116,2023-12-06 02:00:00+00:00,1005,0.16188046,0.70143676,52,2023-12-16 06:19:25.528
117,2023-12-06 03:00:00+00:00,1005,0.92450035,0.60984653,821,2023-12-16 06:19:25.528
118,2023-12-06 04:00:00+00:00,1005,0.7977478,0.6779981,266,2023-12-16 06:19:25.528
119,2023-12-06 05:00:00+00:00,1005,0.46338803,0.61946326,605,2023-12-16 06:19:25.528
120,2023-12-06 06:00:00+00:00,1005,0.39849964,0.81955945,841,2023-12-16 06:19:25.528
121,2023-12-06 07:00:00+00:00,1005,0.17237797,0.3527303,335,2023-12-16 06:19:25.528
122,2023-12-06 08:00:00+00:00,1005,0.6703737,0.1526856,30,2023-12-16 06:19:25.528
123,2023-12-06 09:00:00+00:00,1005,0.29476798,0.42467013,284,2023-12-16 06:19:25.528
124,2023-12-06 10:00:00+00:00,1005,0.48944727,0.9874722,450,2023-12-16 06:19:25.528
125,2023-12-06 11:00:00+00:00,1005,0.78843486,0.15215068,184,2023-12-16 06:19:25.528
126,2023-12-06 12:00:00+00:00,1005,0.8509209,0.9735202,618,2023-12-16 06:19:25.528
127,2023-12-06 13:00:00+00:00,1005,0.82799363,0.6338011,533,2023-12-16 06:19:25.528
128,2023-12-06 14:00:00+00:00,1005,0.67996985,0.8466013,424,2023-12-16 06:19:25.528
129,2023-12-06 15:00:00+00:00,1005,0.9455274,0.9250602,902,2023-12-16 06:19:25.528
130,2023-12-06 16:00:00+00:00,1005,0.9884019,0.00896306,873,2023-12-16 06:19:25.528
131,2023-12-06 17:00:00+00:00,1005,0.51308084,0.1334565,891,2023-12-16 06:19:25.528
132,2023-12-06 18:00:00+00:00,1005,0.55359006,0.2593118,61,2023-12-16 06:19:25.528
133,2023-12-06 19:00:00+00:00,1005,0.28153414,0.47896007,569,2023-12-16 06:19:25.528
134,2023-12-06 20:00:00+00:00,1005,0.53569824,0.210051,188,2023-12-16 06:19:25.528
135,2023-12-06 21:00:00+00:00,1005,0.97656924,0.9141219,522,2023-12-16 06:19:25.528
136,2023-12-06 22:00:00+00:00,1005,0.6129276,0.024814619,919,2023-12-16 06:19:25.528
137,2023-12-06 23:00:00+00:00,1005,0.22357814,0.48695633,956,2023-12-16 06:19:25.528
138,2023-12-07 00:00:00+00:00,1005,0.020925594,0.6169422,40,2023-12-16 06:19:25.528
139,2023-12-07 01:00:00+00:00,1005,0.3639544,0.12426385,214,2023-12-16 06:19:25.528
140,2023-12-07 02:00:00+00:00,1005,0.08745708,0.61231387,824,2023-12-16 06:19:25.528
141,2023-12-07 03:00:00+00:00,1005,0.46258762,0.75079906,72,2023-12-16 06:19:25.528
142,2023-12-07 04:00:00+00:00,1005,0.8076205,0.5208644,468,2023-12-16 06:19:25.528
143,2023-12-07 05:00:00+00:00,1005,0.24234357,0.05874956,384,2023-12-16 06:19:25.528
144,2023-12-07 06:00:00+00:00,1005,0.8638814,0.41366062,670,2023-12-16 06:19:25.528
145,2023-12-07 07:00:00+00:00,1005,0.5339731,0.51406133,142,2023-12-16 06:19:25.528
146,2023-12-07 08:00:00+00:00,1005,0.2719132,0.82744694,294,2023-12-16 06:19:25.528
147,2023-12-07 09:00:00+00:00,1005,0.7234339,0.84601897,320,2023-12-16 06:19:25.528
148,2023-12-07 10:00:00+00:00,1005,0.27030745,0.217796,477,2023-12-16 06:19:25.528
149,2023-12-07 11:00:00+00:00,1005,0.5488931,0.32858518,286,2023-12-16 06:19:25.528
150,2023-12-07 12:00:00+00:00,1005,0.009298247,0.39131084,633,2023-12-16 06:19:25.528
151,2023-12-07 13:00:00+00:00,1005,0.17952827,0.26498157,811,2023-12-16 06:19:25.528
152,2023-12-07 14:00:00+00:00,1005,0.17244203,0.558014,346,2023-12-16 06:19:25.528
153,2023-12-07 15:00:00+00:00,1005,0.51798904,0.7117544,902,2023-12-16 06:19:25.528
154,2023-12-07 16:00:00+00:00,1005,0.4633382,0.2165957,660,2023-12-16 06:19:25.528
155,2023-12-07 17:00:00+00:00,1005,0.86638623,0.53851134,855,2023-12-16 06:19:25.528
156,2023-12-07 18:00:00+00:00,1005,0.76749647,0.46221775,446,2023-12-16 06:19:25.528
157,2023-12-07 19:00:00+00:00,1005,0.27203092,0.09956932,388,2023-12-16 06:19:25.528
158,2023-12-07 20:00:00+00:00,1005,0.55025333,0.7043099,395,2023-12-16 06:19:25.528
159,2023-12-07 21:00:00+00:00,1005,0.61681235,0.8360815,273,2023-12-16 06:19:25.528
160,2023-12-07 22:00:00+00:00,1005,0.34146652,0.2880299,314,2023-12-16 06:19:25.528
161,2023-12-07 23:00:00+00:00,1005,0.28699255,0.48697713,265,2023-12-16 06:19:25.528
162,2023-12-08 00:00:00+00:00,1005,0.14878583,0.93340546,17,2023-12-16 06:19:25.528
163,2023-12-08 01:00:00+00:00,1005,0.5783932,0.9645252,727,2023-12-16 06:19:25.528
164,2023-12-08 02:00:00+00:00,1005,0.47021794,0.30712974,573,2023-12-16 06:19:25.528
165,2023-12-08 03:00:00+00:00,1005,0.30389377,0.30754358,410,2023-12-16 06:19:25.528
166,2023-12-08 04:00:00+00:00,1005,0.54182225,0.07109961,315,2023-12-16 06:19:25.528
167,2023-12-08 05:00:00+00:00,1005,0.33555698,0.33179596,893,2023-12-16 06:19:25.528
168,2023-12-08 06:00:00+00:00,1005,0.7683882,0.16951601,35,2023-12-16 06:19:25.528
169,2023-12-08 07:00:00+00:00,1005,0.8705885,0.7248222,473,2023-12-16 06:19:25.528
170,2023-12-08 08:00:00+00:00,1005,0.6396882,0.0018495921,794,2023-12-16 06:19:25.528
171,2023-12-08 09:00:00+00:00,1005,0.34495118,0.5163498,423,2023-12-16 06:19:25.528
172,2023-12-08 10:00:00+00:00,1005,0.09076496,0.30347848,483,2023-12-16 06:19:25.528
173,2023-12-08 11:00:00+00:00,1005,0.8324993,0.24248908,848,2023-12-16 06:19:25.528
174,2023-12-08 12:00:00+00:00,1005,0.9938403,0.7504593,420,2023-12-16 06:19:25.528
175,2023-12-08 13:00:00+00:00,1005,0.036104277,0.9016656,52,2023-12-16 06:19:25.528
176,2023-12-08 14:00:00+00:00,1005,0.59627193,0.02464855,505,2023-12-16 06:19:25.528
177,2023-12-08 15:00:00+00:00,1005,0.41232967,0.5354391,713,2023-12-16 06:19:25.528
178,2023-12-08 16:00:00+00:00,1005,0.3356115,0.05823695,310,2023-12-16 06:19:25.528
179,2023-12-08 17:00:00+00:00,1005,0.009947504,0.65654993,414,2023-12-16 06:19:25.528
180,2023-12-08 18:00:00+00:00,1005,0.11142016,0.08240659,775,2023-12-16 06:19:25.528
181,2023-12-08 19:00:00+00:00,1005,0.36784324,0.4407001,571,2023-12-16 06:19:25.528
182,2023-12-08 20:00:00+00:00,1005,0.18166372,0.66684157,605,2023-12-16 06:19:25.528
183,2023-12-08 21:00:00+00:00,1005,0.69539243,0.7261898,722,2023-12-16 06:19:25.528
184,2023-12-08 22:00:00+00:00,1005,0.13491777,0.060283504,70,2023-12-16 06:19:25.528
185,2023-12-08 23:00:00+00:00,1005,0.16082288,0.17380896,186,2023-12-16 06:19:25.528
186,2023-12-09 00:00:00+00:00,1005,0.36321923,0.40576828,557,2023-12-16 06:19:25.528
187,2023-12-09 01:00:00+00:00,1005,0.17097469,0.21566074,710,2023-12-16 06:19:25.528
188,2023-12-09 02:00:00+00:00,1005,0.5611159,0.014097847,820,2023-12-16 06:19:25.528
189,2023-12-09 03:00:00+00:00,1005,0.15165862,0.009589821,665,2023-12-16 06:19:25.528
190,2023-12-09 04:00:00+00:00,1005,0.2599135,0.029205455,670,2023-12-16 06:19:25.528
191,2023-12-09 05:00:00+00:00,1005,0.12498032,0.04602578,287,2023-12-16 06:19:25.528
192,2023-12-09 06:00:00+00:00,1005,0.90138,0.86146647,716,2023-12-16 06:19:25.528
193,2023-12-09 07:00:00+00:00,1005,0.88696414,0.17719463,127,2023-12-16 06:19:25.528
194,2023-12-09 08:00:00+00:00,1005,0.9442513,0.019300923,791,2023-12-16 06:19:25.528
195,2023-12-09 09:00:00+00:00,1005,0.7825922,0.8286015,423,2023-12-16 06:19:25.528
196,2023-12-09 10:00:00+00:00,1005,0.67477584,0.59778357,130,2023-12-16 06:19:25.528
197,2023-12-09 11:00:00+00:00,1005,0.021607142,0.62792367,84,2023-12-16 06:19:25.528
198,2023-12-09 12:00:00+00:00,1005,0.6337873,0.23698314,721,2023-12-16 06:19:25.528
199,2023-12-09 13:00:00+00:00,1005,0.18974045,0.8377679,832,2023-12-16 06:19:25.528
200,2023-12-09 14:00:00+00:00,1005,0.8764816,0.43174317,318,2023-12-16 06:19:25.528
201,2023-12-09 15:00:00+00:00,1005,0.7103024,0.9026158,218,2023-12-16 06:19:25.528
202,2023-12-09 16:00:00+00:00,1005,0.6258114,0.055426218,958,2023-12-16 06:19:25.528
203,2023-12-09 17:00:00+00:00,1005,0.1165095,0.3428208,394,2023-12-16 06:19:25.528
204,2023-12-09 18:00:00+00:00,1005,0.37736845,0.4205821,270,2023-12-16 06:19:25.528
205,2023-12-09 19:00:00+00:00,1005,0.1314766,0.49674767,997,2023-12-16 06:19:25.528
206,2023-12-09 20:00:00+00:00,1005,0.61842877,0.75019276,851,2023-12-16 06:19:25.528
207,2023-12-09 21:00:00+00:00,1005,0.6075723,0.10699574,801,2023-12-16 06:19:25.528
208,2023-12-09 22:00:00+00:00,1005,0.03409337,0.07406407,610,2023-12-16 06:19:25.528
209,2023-12-09 23:00:00+00:00,1005,0.8207078,0.05073203,502,2023-12-16 06:19:25.528
210,2023-12-10 00:00:00+00:00,1005,0.32469398,0.91020656,738,2023-12-16 06:19:25.528
211,2023-12-10 01:00:00+00:00,1005,0.14714754,0.052292515,201,2023-12-16 06:19:25.528
212,2023-12-10 02:00:00+00:00,1005,0.7683267,0.046751972,224,2023-12-16 06:19:25.528
213,2023-12-10 03:00:00+00:00,1005,0.1434531,0.10167235,273,2023-12-16 06:19:25.528
214,2023-12-10 04:00:00+00:00,1005,0.93215346,0.9793064,224,2023-12-16 06:19:25.528
215,2023-12-10 05:00:00+00:00,1005,0.9937095,0.29972064,553,2023-12-16 06:19:25.528
216,2023-12-10 06:00:00+00:00,1005,0.3396733,0.8269912,146,2023-12-16 06:19:25.528
217,2023-12-10 07:00:00+00:00,1005,0.8774318,0.13178287,0,2023-12-16 06:19:25.528
218,2023-12-10 08:00:00+00:00,1005,0.5058059,0.103363924,196,2023-12-16 06:19:25.528
219,2023-12-10 09:00:00+00:00,1005,0.54833776,0.34974378,253,2023-12-16 06:19:25.528
220,2023-12-10 10:00:00+00:00,1005,0.9388665,0.010397818,945,2023-12-16 06:19:25.528
221,2023-12-10 11:00:00+00:00,1005,0.90563023,0.18426898,468,2023-12-16 06:19:25.528
222,2023-12-10 12:00:00+00:00,1005,0.1257978,0.770166,655,2023-12-16 06:19:25.528
223,2023-12-10 13:00:00+00:00,1005,0.7454884,0.60992056,9,2023-12-16 06:19:25.528
224,2023-12-10 14:00:00+00:00,1005,0.57408553,0.33788636,456,2023-12-16 06:19:25.528
225,2023-12-10 15:00:00+00:00,1005,0.6269176,0.34322467,405,2023-12-16 06:19:25.528
226,2023-12-10 16:00:00+00:00,1005,0.8392468,0.7112464,10,2023-12-16 06:19:25.528
227,2023-12-10 17:00:00+00:00,1005,0.37446332,0.06317997,494,2023-12-16 06:19:25.528
228,2023-12-10 18:00:00+00:00,1005,0.7888911,0.061611112,254,2023-12-16 06:19:25.528
229,2023-12-10 19:00:00+00:00,1005,0.034161467,0.46913865,990,2023-12-16 06:19:25.528
230,2023-12-10 20:00:00+00:00,1005,0.997087,0.43036547,294,2023-12-16 06:19:25.528
231,2023-12-10 21:00:00+00:00,1005,0.4373259,0.47639632,973,2023-12-16 06:19:25.528
232,2023-12-10 22:00:00+00:00,1005,0.81208175,0.061964106,691,2023-12-16 06:19:25.528
233,2023-12-10 23:00:00+00:00,1005,0.772803,0.15879852,152,2023-12-16 06:19:25.528
234,2023-12-11 00:00:00+00:00,1005,0.81315255,0.8263608,353,2023-12-16 06:19:25.528
235,2023-12-11 01:00:00+00:00,1005,0.5501162,0.17170775,386,2023-12-16 06:19:25.528
236,2023-12-11 02:00:00+00:00,1005,0.99453104,0.41441387,426,2023-12-16 06:19:25.528
237,2023-12-11 03:00:00+00:00,1005,0.18716577,0.5719808,526,2023-12-16 06:19:25.528
238,2023-12-11 04:00:00+00:00,1005,0.30448672,0.87758476,524,2023-12-16 06:19:25.528
239,2023-12-11 05:00:00+00:00,1005,0.5374692,0.69648105,261,2023-12-16 06:19:25.528
240,2023-12-11 06:00:00+00:00,1005,0.27605325,0.97678035,795,2023-12-16 06:19:25.528
241,2023-12-11 07:00:00+00:00,1005,0.83587617,0.5956996,512,2023-12-16 06:19:25.528
242,2023-12-11 08:00:00+00:00,1005,0.23492199,0.559557,872,2023-12-16 06:19:25.528
243,2023-12-11 09:00:00+00:00,1005,0.18145391,0.73564994,557,2023-12-16 06:19:25.528
244,2023-12-11 10:00:00+00:00,1005,0.5738209,0.31713307,201,2023-12-16 06:19:25.528
245,2023-12-11 11:00:00+00:00,1005,0.98501223,0.3895983,352,2023-12-16 06:19:25.528
246,2023-12-11 12:00:00+00:00,1005,0.5279182,0.7839775,667,2023-12-16 06:19:25.528
247,2023-12-11 13:00:00+00:00,1005,0.61839485,0.05692615,251,2023-12-16 06:19:25.528
248,2023-12-11 14:00:00+00:00,1005,0.6674618,0.5457081,737,2023-12-16 06:19:25.528
249,2023-12-11 15:00:00+00:00,1005,0.094112955,0.69331896,656,2023-12-16 06:19:25.528
250,2023-12-11 16:00:00+00:00,1005,0.41829595,0.36743918,111,2023-12-16 06:19:25.528
251,2023-12-11 17:00:00+00:00,1005,0.55585206,0.30726668,578,2023-12-16 06:19:25.528
252,2023-12-11 18:00:00+00:00,1005,0.66657364,0.18882559,364,2023-12-16 06:19:25.528
253,2023-12-11 19:00:00+00:00,1005,0.11229246,0.025644572,374,2023-12-16 06:19:25.528
254,2023-12-11 20:00:00+00:00,1005,0.71361136,0.6562039,501,2023-12-16 06:19:25.528
255,2023-12-11 21:00:00+00:00,1005,0.69046474,0.11349352,317,2023-12-16 06:19:25.528
256,2023-12-11 22:00:00+00:00,1005,0.66812265,0.16198787,697,2023-12-16 06:19:25.528
257,2023-12-11 23:00:00+00:00,1005,0.054858062,0.28595448,624,2023-12-16 06:19:25.528
258,2023-12-12 00:00:00+00:00,1005,0.81031835,0.54604125,66,2023-12-16 06:19:25.528
259,2023-12-12 01:00:00+00:00,1005,0.48690766,0.67141724,485,2023-12-16 06:19:25.528
260,2023-12-12 02:00:00+00:00,1005,0.59564775,0.74116594,729,2023-12-16 06:19:25.528
261,2023-12-12 03:00:00+00:00,1005,0.038926538,0.6157474,353,2023-12-16 06:19:25.528
262,2023-12-12 04:00:00+00:00,1005,0.074049585,0.25449985,45,2023-12-16 06:19:25.528
263,2023-12-12 05:00:00+00:00,1005,0.32502857,0.85563904,704,2023-12-16 06:19:25.528
264,2023-12-12 06:00:00+00:00,1005,0.41643557,0.1480803,296,2023-12-16 06:19:25.528
265,2023-12-12 07:00:00+00:00,1005,0.8850236,0.2949519,897,2023-12-16 06:19:25.528
266,2023-12-12 08:00:00+00:00,1005,0.82456034,0.3093867,256,2023-12-16 06:19:25.528
267,2023-12-12 09:00:00+00:00,1005,0.017674295,0.99811184,146,2023-12-16 06:19:25.528
268,2023-12-12 10:00:00+00:00,1005,0.47749576,0.64319855,764,2023-12-16 06:19:25.528
269,2023-12-12 11:00:00+00:00,1005,0.2767453,0.8942173,910,2023-12-16 06:19:25.528
270,2023-12-12 12:00:00+00:00,1005,0.40216547,0.3347059,65,2023-12-16 06:19:25.528
271,2023-12-12 13:00:00+00:00,1005,0.30057588,0.7120605,601,2023-12-16 06:19:25.528
272,2023-12-12 14:00:00+00:00,1005,0.0389729,0.86877114,820,2023-12-16 06:19:25.528
